block,trap,latitude,longitude,nummosquitos,wnvpresent,year,month,day,station,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,species_CULEX ERRATICUS,species_CULEX PIPIENS,species_CULEX PIPIENS/RESTUANS,species_CULEX RESTUANS,species_CULEX SALINARIUS,species_CULEX TARSALIS,species_CULEX TERRITANS
38,019,41.94983,-87.698457,1,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,1,0,0,0,0,0
38,019,41.94983,-87.698457,1,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,1,0,0,0,0,0
38,019,41.94983,-87.698457,4,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,0,1,0,0,0,0
38,019,41.94983,-87.698457,4,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,0,1,0,0,0,0
38,019,41.94983,-87.698457,1,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,0,0,1,0,0,0
38,019,41.94983,-87.698457,1,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,0,0,1,0,0,0
49,025,41.979243,-87.750938,2,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,1,0,0,0,0,0
49,025,41.979243,-87.750938,2,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,1,0,0,0,0,0
49,025,41.979243,-87.750938,5,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,0,1,0,0,0,0
49,025,41.979243,-87.750938,5,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,0,1,0,0,0,0
49,025,41.979243,-87.750938,1,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,0,0,1,0,0,0
49,025,41.979243,-87.750938,1,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,0,0,1,0,0,0
58,027,41.984809,-87.728492,11,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,0,1,0,0,0,0
58,027,41.984809,-87.728492,11,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,0,1,0,0,0,0
58,027,41.984809,-87.728492,1,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,0,0,1,0,0,0
58,027,41.984809,-87.728492,1,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,0,0,1,0,0,0
58,028,41.986921,-87.689778,2,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,1,0,0,0,0,0
58,028,41.986921,-87.689778,2,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,1,0,0,0,0,0
58,028,41.986921,-87.689778,4,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,0,1,0,0,0,0
58,028,41.986921,-87.689778,4,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,0,1,0,0,0,0
10,030,41.89923,-87.716788,2,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,1,0,0,0,0,0
10,030,41.89923,-87.716788,2,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,1,0,0,0,0,0
10,030,41.89923,-87.716788,11,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,0,1,0,0,0,0
10,030,41.89923,-87.716788,11,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,0,1,0,0,0,0
10,030,41.89923,-87.716788,1,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,0,0,1,0,0,0
10,030,41.89923,-87.716788,1,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,0,0,1,0,0,0
50,031,41.801498,-87.763416,2,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,1,0,0,0,0,0
50,031,41.801498,-87.763416,2,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,1,0,0,0,0,0
50,031,41.801498,-87.763416,9,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,0,1,0,0,0,0
50,031,41.801498,-87.763416,9,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,0,1,0,0,0,0
14,033,41.906638,-87.701431,1,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,1,0,0,0,0,0
14,033,41.906638,-87.701431,1,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,1,0,0,0,0,0
14,033,41.906638,-87.701431,6,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,0,1,0,0,0,0
14,033,41.906638,-87.701431,6,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,0,1,0,0,0,0
14,033,41.906638,-87.701431,1,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,0,0,0,1,0,0
14,033,41.906638,-87.701431,1,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,0,0,0,1,0,0
27,034,41.843811,-87.686763,4,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,1,0,0,0,0,0
27,034,41.843811,-87.686763,4,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,1,0,0,0,0,0
27,034,41.843811,-87.686763,3,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,0,1,0,0,0,0
27,034,41.843811,-87.686763,3,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,0,1,0,0,0,0
30,035,41.836644,-87.677737,5,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,1,0,0,0,0,0
30,035,41.836644,-87.677737,5,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,1,0,0,0,0,0
30,035,41.836644,-87.677737,6,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,0,1,0,0,0,0
30,035,41.836644,-87.677737,6,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,0,1,0,0,0,0
42,036,41.837085,-87.729384,3,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,1,0,0,0,0,0
42,036,41.837085,-87.729384,3,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,1,0,0,0,0,0
42,036,41.837085,-87.729384,4,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,0,1,0,0,0,0
42,036,41.837085,-87.729384,4,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,0,1,0,0,0,0
68,037,41.921177,-87.79518,2,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,1,0,0,0,0,0
68,037,41.921177,-87.79518,2,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,1,0,0,0,0,0
68,037,41.921177,-87.79518,7,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,0,1,0,0,0,0
68,037,41.921177,-87.79518,7,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,0,1,0,0,0,0
17,039,41.911824,-87.726737,1,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,0,1,0,0,0,0
17,039,41.911824,-87.726737,1,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,0,1,0,0,0,0
30,043,41.857402,-87.694991,5,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,1,0,0,0,0,0
30,043,41.857402,-87.694991,5,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,1,0,0,0,0,0
30,043,41.857402,-87.694991,5,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,0,1,0,0,0,0
30,043,41.857402,-87.694991,5,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,0,1,0,0,0,0
30,043,41.857402,-87.694991,3,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,0,0,1,0,0,0
30,043,41.857402,-87.694991,3,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,0,0,1,0,0,0
33,044,41.883284,-87.705085,1,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,1,0,0,0,0,0
33,044,41.883284,-87.705085,1,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,1,0,0,0,0,0
33,044,41.883284,-87.705085,1,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,0,1,0,0,0,0
33,044,41.883284,-87.705085,1,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,0,1,0,0,0,0
33,044,41.883284,-87.705085,1,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,0,0,1,0,0,0
33,044,41.883284,-87.705085,1,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,0,0,1,0,0,0
15,045,41.9216,-87.666455,10,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,1,0,0,0,0,0
15,045,41.9216,-87.666455,10,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,1,0,0,0,0,0
15,045,41.9216,-87.666455,23,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,0,1,0,0,0,0
15,045,41.9216,-87.666455,23,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,0,1,0,0,0,0
25,046,41.891118,-87.654491,41,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,1,0,0,0,0,0
25,046,41.891118,-87.654491,41,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,1,0,0,0,0,0
25,046,41.891118,-87.654491,28,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,0,1,0,0,0,0
25,046,41.891118,-87.654491,28,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,0,1,0,0,0,0
25,046,41.891118,-87.654491,7,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,0,0,1,0,0,0
25,046,41.891118,-87.654491,7,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,0,0,1,0,0,0
11,047,41.868142,-87.696269,24,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,1,0,0,0,0,0
11,047,41.868142,-87.696269,24,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,1,0,0,0,0,0
11,047,41.868142,-87.696269,14,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,0,1,0,0,0,0
11,047,41.868142,-87.696269,14,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,0,1,0,0,0,0
11,047,41.868142,-87.696269,3,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,0,0,1,0,0,0
11,047,41.868142,-87.696269,3,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,0,0,1,0,0,0
11,048,41.867108,-87.654224,7,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,1,0,0,0,0,0
11,048,41.867108,-87.654224,7,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,1,0,0,0,0,0
11,048,41.867108,-87.654224,6,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,0,1,0,0,0,0
11,048,41.867108,-87.654224,6,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,0,1,0,0,0,0
11,049,41.896282,-87.655232,3,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,1,0,0,0,0,0
11,049,41.896282,-87.655232,3,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,1,0,0,0,0,0
11,049,41.896282,-87.655232,10,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,0,1,0,0,0,0
11,049,41.896282,-87.655232,10,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,0,1,0,0,0,0
11,049,41.896282,-87.655232,2,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,0,0,1,0,0,0
11,049,41.896282,-87.655232,2,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,0,0,1,0,0,0
21,050,41.919343,-87.694259,1,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,1,0,0,0,0,0
21,050,41.919343,-87.694259,1,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,1,0,0,0,0,0
21,050,41.919343,-87.694259,5,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,0,1,0,0,0,0
21,050,41.919343,-87.694259,5,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,0,1,0,0,0,0
22,054,41.921965,-87.632085,5,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,0,1,0,0,0,0
22,054,41.921965,-87.632085,5,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,0,1,0,0,0,0
22,060,41.823065,-87.678378,3,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,0,1,0,0,0,0
22,060,41.823065,-87.678378,3,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,0,1,0,0,0,0
22,061,41.801179,-87.679447,6,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,1,0,0,0,0,0
22,061,41.801179,-87.679447,6,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,1,0,0,0,0,0
22,061,41.801179,-87.679447,24,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,0,1,0,0,0,0
22,061,41.801179,-87.679447,24,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,0,1,0,0,0,0
22,061,41.801179,-87.679447,4,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,0,0,1,0,0,0
22,061,41.801179,-87.679447,4,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,0,0,1,0,0,0
35,062,41.800737,-87.71188,9,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,1,0,0,0,0,0
35,062,41.800737,-87.71188,9,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,1,0,0,0,0,0
35,062,41.800737,-87.71188,5,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,0,1,0,0,0,0
35,062,41.800737,-87.71188,5,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,0,1,0,0,0,0
35,062,41.800737,-87.71188,1,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,0,0,1,0,0,0
35,062,41.800737,-87.71188,1,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,0,0,1,0,0,0
52,065,41.778297,-87.752411,13,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,1,0,0,0,0,0
52,065,41.778297,-87.752411,13,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,1,0,0,0,0,0
52,065,41.778297,-87.752411,31,1,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,0,1,0,0,0,0
52,065,41.778297,-87.752411,31,1,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,0,1,0,0,0,0
52,065,41.778297,-87.752411,4,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,0,0,1,0,0,0
52,065,41.778297,-87.752411,4,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,0,0,1,0,0,0
52,065,41.778297,-87.752411,1,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,0,0,0,1,0,0
52,065,41.778297,-87.752411,1,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,0,0,0,1,0,0
67,066,41.77166,-87.703047,21,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,1,0,0,0,0,0
67,066,41.77166,-87.703047,21,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,1,0,0,0,0,0
67,066,41.77166,-87.703047,55,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,0,1,0,0,0,0
67,066,41.77166,-87.703047,55,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,0,1,0,0,0,0
67,066,41.77166,-87.703047,6,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,0,0,1,0,0,0
67,066,41.77166,-87.703047,6,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,0,0,1,0,0,0
73,067,41.759346,-87.745602,10,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,1,0,0,0,0,0
73,067,41.759346,-87.745602,10,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,1,0,0,0,0,0
73,067,41.759346,-87.745602,46,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,0,1,0,0,0,0
73,067,41.759346,-87.745602,46,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,0,1,0,0,0,0
73,067,41.759346,-87.745602,6,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,0,0,1,0,0,0
73,067,41.759346,-87.745602,6,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,0,0,1,0,0,0
73,067,41.759346,-87.745602,1,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,0,0,0,1,0,0
73,067,41.759346,-87.745602,1,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,0,0,0,1,0,0
22,069,41.768388,-87.678649,7,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,1,0,0,0,0,0
22,069,41.768388,-87.678649,7,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,1,0,0,0,0,0
22,069,41.768388,-87.678649,15,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,0,1,0,0,0,0
22,069,41.768388,-87.678649,15,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,0,1,0,0,0,0
22,069,41.768388,-87.678649,7,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,0,0,1,0,0,0
22,069,41.768388,-87.678649,7,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,0,0,1,0,0,0
52,070,41.797616,-87.797894,7,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,1,0,0,0,0,0
52,070,41.797616,-87.797894,7,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,1,0,0,0,0,0
52,070,41.797616,-87.797894,15,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,0,1,0,0,0,0
52,070,41.797616,-87.797894,15,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,0,1,0,0,0,0
52,070,41.797616,-87.797894,1,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,0,0,1,0,0,0
52,070,41.797616,-87.797894,1,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,0,0,1,0,0,0
61,071,41.781416,-87.776532,2,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,1,0,0,0,0,0
61,071,41.781416,-87.776532,2,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,1,0,0,0,0,0
61,071,41.781416,-87.776532,8,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,0,1,0,0,0,0
61,071,41.781416,-87.776532,8,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,0,1,0,0,0,0
80,072,41.74785,-87.702716,2,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,1,0,0,0,0,0
80,072,41.74785,-87.702716,2,0,2007,8,1,2,91,69,80.0,8.0,63,70.0,0.0,15.0,0.0,29.34,29.98,2.1,13,3.7,0,1,0,0,0,0,0
80,072,41.74785,-87.702716,5,0,2007,8,1,1,92,69,81.0,8.0,62,69.0,0.0,16.0,0.0,29.29,30.0,3.5,9,4.1,0,0,1,0,0,0,0
